"DATEOFDATA"	"SOURCESYSTEM"	"ACCOUNTID"	"COLLATERALID"	"SECURITYCODE"	"SECURITYVALUE"	"VALUATIONDATE"	"SECURITYCHARGESTATUS"	"VALUATIONEXPIRYDATE"	"CUSTOMERID"	"CARATVALUE"	"GOLDWEIGHTNETGMS"	"SECURITY_ID"	"CHARGE_TYPE_CODE"	"VALUATION_SOURCE"	"COLLATERAL_TYPE"
"2024-06-02"	"MIFIN"	"RB00026303"	""	""	38188.8	""	""	""	"AP00009637"	18	8.64	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026191"	""	""	53396.11	""	""	""	"AP00009542"	22	9.89	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025655"	""	""	270484.65	""	""	""	"AP00009102"	21	52.45	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026250"	""	""	137620.51	""	""	""	"AP00009593"	22	25.49	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025750"	""	""	34655.04	""	""	""	"AP00009182"	21	6.72	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025794"	""	""	19814.33	""	""	""	"AP00009214"	22	3.67	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026129"	""	""	239580.18	""	""	""	"AP00009491"	19	51.39	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026312"	""	""	66003.84	""	""	""	"AP00009645"	20	13.44	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025673"	""	""	136054.8	""	""	""	"AP00009118"	22	25.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025877"	""	""	107440.1	""	""	""	"AP00009282"	22	19.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026292"	""	""	47784.03	""	""	""	"AP00009628"	20	9.73	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026328"	""	""	39952.6	""	""	""	"AP00009660"	22	7.4	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025843"	""	""	232065	""	""	""	"AP00009256"	21	45	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026048"	""	""	202408.51	""	""	""	"AP00009428"	22	37.49	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025993"	""	""	431920	""	""	""	"AP00009387"	22	80	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025672"	""	""	100691.35	""	""	""	"AP00009117"	22	18.65	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026374"	""	""	107926.01	""	""	""	"AP00009693"	22	19.99	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025987"	""	""	61008.7	""	""	""	"AP00009059"	22	11.3	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026327"	""	""	99447.75	""	""	""	"AP00009659"	20	20.25	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026387"	""	""	99349.53	""	""	""	"AP00009705"	20	20.23	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025647"	""	""	29154.6	""	""	""	"AP00009094"	22	5.4	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026208"	""	""	22321	""	""	""	"AP00009558"	18	5.05	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026158"	""	""	49060.89	""	""	""	"AP00009518"	20	9.99	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026382"	""	""	51290.5	""	""	""	"AP00009700"	22	9.5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026321"	""	""	96642.1	""	""	""	"AP00009653"	22	17.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026255"	""	""	42132.69	""	""	""	"AP00009598"	21	8.17	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026360"	""	""	84494.35	""	""	""	"AP00009680"	22	15.65	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026369"	""	""	36390.51	""	""	""	"AP00009688"	20	7.41	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025988"	""	""	38305.8	""	""	""	"AP00009382"	20	7.8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025579"	""	""	87517.79	""	""	""	"AP00009034"	22	16.21	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026273"	""	""	113325.01	""	""	""	"AP00009613"	22	20.99	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026385"	""	""	159454.44	""	""	""	"AP00009703"	21	30.92	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026192"	""	""	10474.06	""	""	""	"AP00009543"	22	1.94	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025655"	""	""	21380.04	""	""	""	"AP00009102"	22	3.96	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026252"	""	""	56399.2	""	""	""	"AP00009595"	18	12.76	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025785"	""	""	102581	""	""	""	"AP00009208"	22	19	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025794"	""	""	63924.16	""	""	""	"AP00009214"	22	11.84	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026129"	""	""	67870.02	""	""	""	"AP00009491"	20	13.82	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026312"	""	""	51830.4	""	""	""	"AP00009645"	22	9.6	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025742"	""	""	11624.6	""	""	""	"AP00009175"	18	2.63	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025929"	""	""	168448.8	""	""	""	"AP00009331"	22	31.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026292"	""	""	71050.84	""	""	""	"AP00009628"	22	13.16	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026328"	""	""	66947.6	""	""	""	"AP00009660"	22	12.4	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025943"	""	""	22004.64	""	""	""	"AP00009343"	19	4.72	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026080"	""	""	97593.6	""	""	""	"AP00009453"	18	22.08	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025993"	""	""	2402501.01	""	""	""	"AP00009387"	22	444.99	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025712"	""	""	224922.34	""	""	""	"AP00009148"	22	41.66	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026374"	""	""	194525.97	""	""	""	"AP00009693"	22	36.03	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025623"	""	""	26519.4	""	""	""	"AP00009076"	20	5.4	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026327"	""	""	48159.08	""	""	""	"AP00009659"	22	8.92	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026387"	""	""	195966	""	""	""	"AP00009705"	21	38	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025647"	""	""	156571	""	""	""	"AP00009094"	22	29	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026208"	""	""	20380.65	""	""	""	"AP00009558"	20	4.15	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026190"	""	""	63585.81	""	""	""	"AP00009541"	21	12.33	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026406"	""	""	42136.38	""	""	""	"AP00009723"	20	8.58	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026285"	""	""	36281.28	""	""	""	"AP00009622"	22	6.72	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026360"	""	""	251161.48	""	""	""	"AP00009680"	22	46.52	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026369"	""	""	8962.34	""	""	""	"AP00009688"	22	1.66	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025988"	""	""	58309.2	""	""	""	"AP00009382"	22	10.8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025618"	""	""	65111.94	""	""	""	"AP00009071"	22	12.06	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026315"	""	""	61602.59	""	""	""	"AP00009647"	22	11.41	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026192"	""	""	49670.8	""	""	""	"AP00009543"	22	9.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025655"	""	""	71806.7	""	""	""	"AP00009102"	22	13.3	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026252"	""	""	75184.2	""	""	""	"AP00009595"	18	17.01	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025827"	""	""	127848.32	""	""	""	"AP00009241"	22	23.68	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025794"	""	""	83252.58	""	""	""	"AP00009214"	22	15.42	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026151"	""	""	17282.2	""	""	""	"AP00009511"	18	3.91	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026410"	""	""	120810.6	""	""	""	"AP00009726"	20	24.6	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025742"	""	""	45082.98	""	""	""	"AP00009175"	20	9.18	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025948"	""	""	49616.81	""	""	""	"AP00009348"	22	9.19	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026328"	""	""	192744.3	""	""	""	"AP00009660"	22	35.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025943"	""	""	18514.47	""	""	""	"AP00009343"	20	3.77	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026080"	""	""	36767.19	""	""	""	"AP00009453"	22	6.81	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026284"	""	""	40600.48	""	""	""	"AP00009621"	22	7.52	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025715"	""	""	45230.31	""	""	""	"AP00009151"	20	9.21	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026374"	""	""	361517.04	""	""	""	"AP00009693"	22	66.96	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025623"	""	""	58932	""	""	""	"AP00009076"	20	12	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026387"	""	""	15873.06	""	""	""	"AP00009705"	22	2.94	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025647"	""	""	167369	""	""	""	"AP00009094"	22	31	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026261"	""	""	44051.67	""	""	""	"AP00009602"	20	8.97	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026194"	""	""	42328.16	""	""	""	"AP00009545"	22	7.84	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026354"	""	""	43677.91	""	""	""	"AP00009675"	22	8.09	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026407"	""	""	62271.48	""	""	""	"AP00009724"	20	12.68	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026369"	""	""	105766.41	""	""	""	"AP00009688"	22	19.59	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025988"	""	""	87463.8	""	""	""	"AP00009382"	22	16.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025653"	""	""	14585.67	""	""	""	"AP00009100"	20	2.97	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026192"	""	""	184645.8	""	""	""	"AP00009543"	22	34.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025655"	""	""	93402.7	""	""	""	"AP00009102"	22	17.3	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026252"	""	""	636480	""	""	""	"AP00009595"	18	144	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026049"	""	""	53971.89	""	""	""	"AP00009429"	20	10.99	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025794"	""	""	250027.69	""	""	""	"AP00009214"	22	46.31	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026151"	""	""	29696.94	""	""	""	"AP00009511"	19	6.37	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026410"	""	""	186265.5	""	""	""	"AP00009726"	22	34.5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025758"	""	""	539846.01	""	""	""	"AP00009187"	22	99.99	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026082"	""	""	42873.03	""	""	""	"AP00009455"	20	8.73	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026379"	""	""	40761.3	""	""	""	"AP00009697"	20	8.3	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026028"	""	""	6138.75	""	""	""	"AP00009413"	20	1.25	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026080"	""	""	67379.52	""	""	""	"AP00009453"	22	12.48	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026380"	""	""	8928.4	""	""	""	"AP00009698"	18	2.02	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025906"	""	""	150794.07	""	""	""	"AP00009310"	22	27.93	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026390"	""	""	7126.68	""	""	""	"AP00009708"	22	1.32	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025724"	""	""	23691.2	""	""	""	"AP00009158"	18	5.36	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026387"	""	""	52316.31	""	""	""	"AP00009705"	22	9.69	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025647"	""	""	215960	""	""	""	"AP00009094"	22	40	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026346"	""	""	64788	""	""	""	"AP00009671"	22	12	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026319"	""	""	29416.89	""	""	""	"AP00009651"	20	5.99	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026407"	""	""	90811.18	""	""	""	"AP00009724"	22	16.82	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025988"	""	""	99827.51	""	""	""	"AP00009382"	22	18.49	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025653"	""	""	107894.67	""	""	""	"AP00009100"	20	21.97	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026240"	""	""	4419.9	""	""	""	"AP00009583"	20	0.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025655"	""	""	313142	""	""	""	"AP00009102"	22	58	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026252"	""	""	166055.4	""	""	""	"AP00009595"	21	32.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026079"	""	""	93800.1	""	""	""	"AP00009452"	20	19.1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025822"	""	""	61780.86	""	""	""	"AP00009237"	21	11.98	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026226"	""	""	19114.2	""	""	""	"AP00009538"	19	4.1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025770"	""	""	58932	""	""	""	"AP00009198"	20	12	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026227"	""	""	82226.77	""	""	""	"AP00009573"	22	15.23	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026379"	""	""	39952.6	""	""	""	"AP00009697"	22	7.4	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026028"	""	""	13505.25	""	""	""	"AP00009413"	20	2.75	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026080"	""	""	73588.37	""	""	""	"AP00009453"	22	13.63	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026380"	""	""	13481	""	""	""	"AP00009698"	18	3.05	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026199"	""	""	16783.2	""	""	""	"AP00009549"	19	3.6	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026390"	""	""	48968.93	""	""	""	"AP00009708"	22	9.07	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025724"	""	""	27501.6	""	""	""	"AP00009158"	20	5.6	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026391"	""	""	147176.74	""	""	""	"AP00009709"	22	27.26	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025753"	""	""	92024.4	""	""	""	"AP00009184"	18	20.82	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026319"	""	""	39708.9	""	""	""	"AP00009651"	21	7.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026087"	""	""	18661.8	""	""	""	"AP00009458"	20	3.8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025653"	""	""	32070.06	""	""	""	"AP00009100"	22	5.94	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026240"	""	""	34868.1	""	""	""	"AP00009583"	20	7.1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025698"	""	""	51290.5	""	""	""	"AP00009138"	22	9.5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026252"	""	""	726002.46	""	""	""	"AP00009595"	21	140.78	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026155"	""	""	36281.28	""	""	""	"AP00009515"	22	6.72	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026056"	""	""	37130.4	""	""	""	"AP00009435"	21	7.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026226"	""	""	134975	""	""	""	"AP00009538"	22	25	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025788"	""	""	43215.66	""	""	""	"AP00009209"	21	8.38	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026343"	""	""	46060.56	""	""	""	"AP00009669"	19	9.88	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026379"	""	""	85304.2	""	""	""	"AP00009697"	22	15.8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026028"	""	""	32903.7	""	""	""	"AP00009413"	20	6.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026080"	""	""	228053.76	""	""	""	"AP00009453"	22	42.24	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026380"	""	""	15160.6	""	""	""	"AP00009698"	18	3.43	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026199"	""	""	4859.1	""	""	""	"AP00009549"	22	0.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025724"	""	""	40319.31	""	""	""	"AP00009158"	20	8.21	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025870"	""	""	22246.83	""	""	""	"AP00009276"	20	4.53	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026319"	""	""	131451.93	""	""	""	"AP00009651"	21	25.49	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026087"	""	""	19644	""	""	""	"AP00009458"	20	4	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025782"	""	""	53828.03	""	""	""	"AP00009205"	22	9.97	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025721"	""	""	71630.73	""	""	""	"AP00009155"	21	13.89	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026397"	""	""	82928.64	""	""	""	"AP00009715"	22	15.36	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026231"	""	""	50927.07	""	""	""	"AP00009575"	20	10.37	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026238"	""	""	28484.82	""	""	""	"AP00009581"	19	6.11	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026309"	""	""	14241.9	""	""	""	"AP00009642"	20	2.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025788"	""	""	75859.47	""	""	""	"AP00009209"	21	14.71	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026343"	""	""	52203.93	""	""	""	"AP00009669"	20	10.63	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026379"	""	""	85844.1	""	""	""	"AP00009697"	22	15.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026028"	""	""	14577.3	""	""	""	"AP00009413"	22	2.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026128"	""	""	43299.98	""	""	""	"AP00009490"	22	8.02	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026199"	""	""	15657.1	""	""	""	"AP00009549"	22	2.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025724"	""	""	78555.45	""	""	""	"AP00009158"	22	14.55	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025870"	""	""	29154.6	""	""	""	"AP00009276"	22	5.4	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026375"	""	""	123097.2	""	""	""	"AP00009694"	22	22.8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026204"	""	""	12331.8	""	""	""	"AP00009554"	18	2.79	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026027"	""	""	27669.2	""	""	""	"AP00009412"	18	6.26	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025845"	""	""	42725.7	""	""	""	"AP00009258"	20	8.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026398"	""	""	122283.9	""	""	""	"AP00009716"	20	24.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026251"	""	""	36047.43	""	""	""	"AP00009594"	21	6.99	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026238"	""	""	22381.38	""	""	""	"AP00009581"	21	4.34	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026309"	""	""	44271.8	""	""	""	"AP00009642"	22	8.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025788"	""	""	241296.03	""	""	""	"AP00009209"	21	46.79	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026343"	""	""	101805.03	""	""	""	"AP00009669"	20	20.73	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026379"	""	""	167908.9	""	""	""	"AP00009697"	22	31.1	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026123"	""	""	22621.81	""	""	""	"AP00009486"	22	4.19	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026311"	""	""	56041.62	""	""	""	"AP00009644"	22	10.38	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026211"	""	""	151387.96	""	""	""	"AP00009561"	22	28.04	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025858"	""	""	15657.1	""	""	""	"AP00009268"	22	2.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026063"	""	""	102581	""	""	""	"AP00009442"	22	19	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026375"	""	""	326585.51	""	""	""	"AP00009694"	22	60.49	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026204"	""	""	40492.5	""	""	""	"AP00009554"	22	7.5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026027"	""	""	29704.32	""	""	""	"AP00009412"	21	5.76	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025871"	""	""	51054.3	""	""	""	"AP00009277"	21	9.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026398"	""	""	197513.1	""	""	""	"AP00009716"	21	38.3	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026323"	""	""	12155	""	""	""	"AP00009655"	18	2.75	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026269"	""	""	49993.98	""	""	""	"AP00009609"	20	10.18	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025795"	""	""	94888.8	""	""	""	"AP00009215"	21	18.4	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026343"	""	""	46809.33	""	""	""	"AP00009669"	22	8.67	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026123"	""	""	53720.05	""	""	""	"AP00009486"	22	9.95	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026376"	""	""	83144.6	""	""	""	"AP00009695"	22	15.4	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026408"	""	""	226218.1	""	""	""	"AP00009725"	22	41.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025858"	""	""	410324	""	""	""	"AP00009268"	22	76	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026063"	""	""	106468.28	""	""	""	"AP00009442"	22	19.72	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026320"	""	""	54151.97	""	""	""	"AP00009652"	22	10.03	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026061"	""	""	89527.53	""	""	""	"AP00009440"	20	18.23	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025890"	""	""	35260.98	""	""	""	"AP00009294"	20	7.18	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026323"	""	""	30644.64	""	""	""	"AP00009655"	20	6.24	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026287"	""	""	55944	""	""	""	"AP00009624"	19	12	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025795"	""	""	154411.4	""	""	""	"AP00009215"	22	28.6	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026147"	""	""	41572.3	""	""	""	"AP00009508"	22	7.7	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026393"	""	""	113756.93	""	""	""	"AP00009711"	22	21.07	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025916"	""	""	100421.4	""	""	""	"AP00009320"	22	18.6	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026091"	""	""	91468.44	""	""	""	"AP00009462"	19	19.62	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026320"	""	""	216283.94	""	""	""	"AP00009652"	22	40.06	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026106"	""	""	52910.2	""	""	""	"AP00009474"	22	9.8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025890"	""	""	80049.3	""	""	""	"AP00009294"	20	16.3	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026351"	""	""	67487.5	""	""	""	"AP00009673"	22	12.5	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026395"	""	""	9330.9	""	""	""	"AP00009713"	20	1.9	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025986"	""	""	6718.4	""	""	""	"AP00009381"	18	1.52	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026347"	""	""	61116.68	""	""	""	"AP00009531"	22	11.32	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026393"	""	""	210129.08	""	""	""	"AP00009711"	22	38.92	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025975"	""	""	51074.54	""	""	""	"AP00009372"	22	9.46	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026183"	""	""	27404	""	""	""	"AP00009536"	18	6.2	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026359"	""	""	34180.56	""	""	""	"AP00009679"	20	6.96	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026134"	""	""	60650.85	""	""	""	"AP00009496"	20	12.35	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025890"	""	""	25915.2	""	""	""	"AP00009294"	22	4.8	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026395"	""	""	11295.3	""	""	""	"AP00009713"	20	2.3	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025986"	""	""	42390.54	""	""	""	"AP00009381"	21	8.22	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026223"	""	""	51282	""	""	""	"AP00009571"	19	11	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025975"	""	""	75963.93	""	""	""	"AP00009372"	22	14.07	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026183"	""	""	24708.6	""	""	""	"AP00009536"	19	5.3	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026359"	""	""	39605.76	""	""	""	"AP00009679"	21	7.68	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026134"	""	""	6424.81	""	""	""	"AP00009496"	22	1.19	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00025919"	""	""	88496.22	""	""	""	"AP00009322"	20	18.02	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026395"	""	""	21903.06	""	""	""	"AP00009713"	20	4.46	""	""	""	""
"2024-06-02"	"MIFIN"	"RB00026024"	""	""	208703.79	""	""	""	"AP00009410"	21	40.47	""	""	""	""
